"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary"
"689",0.09,0.82,0.857142857142857,0.829032258064516,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"13418",1,0.72,0.714285714285714,0.625806451612903,0.7,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11107",0.68,0.65,0.428571428571429,0.558064516129032,0.3,1,"0",0,0,0,0,0,1,0,0,0,0,0,1
"2903",0.93,0.98,0.571428571428571,0.516129032258065,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9387",0.78,0.56,0.428571428571429,0.874193548387097,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"9437",0.69,0.56,0.714285714285714,0.874193548387097,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"5705",0.59,0.7,0.285714285714286,0.493548387096774,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"11724",0.54,0.78,0.428571428571429,0.503225806451613,0.7,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7895",0.7,0.92,0.714285714285714,0.587096774193548,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"12773",0.31,0.77,0.571428571428571,0.480645161290323,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"7984",0.68,0.92,0.571428571428571,0.674193548387097,0.6,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14600",0.45,0.5,0.285714285714286,0.506451612903226,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"8476",0.7,0.72,0.285714285714286,0.609677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"6109",0.62,0.79,0.428571428571429,0.454838709677419,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"13698",0.68,0.99,0.428571428571429,0.512903225806452,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"10228",0.59,0.37,0.428571428571429,0.403225806451613,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"14742",0.4,0.56,0.285714285714286,0.441935483870968,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"265",0.42,0.5,0.285714285714286,0.448387096774194,0.3,0,"1",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"8173",0.77,0.74,0.857142857142857,0.796774193548387,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"14694",0.77,0.87,0.571428571428571,0.780645161290323,0.6,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12670",0.72,0.6,0.428571428571429,0.493548387096774,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"11720",0.55,0.45,0.428571428571429,0.57741935483871,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12314",0.41,0.49,0.285714285714286,0.419354838709677,0.3,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"5304",0.71,0.98,0.714285714285714,0.538709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"12598",0.11,0.9,0.857142857142857,0.848387096774194,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"2182",0.99,0.81,0.714285714285714,0.580645161290323,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"4062",0.49,0.54,0.571428571428571,0.558064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9609",0.56,0.99,0.571428571428571,0.870967741935484,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"14086",0.73,0.9,0.428571428571429,0.883870967741936,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"8398",0.74,0.56,0.571428571428571,0.819354838709677,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"7588",0.51,0.87,0.428571428571429,0.580645161290323,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"876",0.11,0.94,0.857142857142857,0.893548387096774,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"13961",0.49,0.88,0.571428571428571,0.774193548387097,0.8,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"1733",0.84,0.97,0.714285714285714,0.825806451612903,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"1273",0.45,0.46,0.285714285714286,0.458064516129032,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"12687",0.1,0.96,1,0.82258064516129,0.4,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"7323",0.82,0.73,0.428571428571429,0.590322580645161,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"4861",0.5,0.85,0.571428571428571,0.72258064516129,0.6,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"12880",0.65,0.88,0.571428571428571,0.558064516129032,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"461",0.43,0.49,0.285714285714286,0.435483870967742,0.3,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"3416",0.63,0.61,0.428571428571429,0.754838709677419,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9885",0.91,0.83,0.571428571428571,0.758064516129032,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3252",0.66,0.59,0.714285714285714,0.845161290322581,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"4586",0.74,0.76,0.428571428571429,0.787096774193548,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"2505",0.71,0.99,0.285714285714286,0.438709677419355,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"11536",0.57,0.66,0.428571428571429,0.864516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14639",0.55,0.6,0.428571428571429,0.580645161290323,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"11841",0.5,0.9,0.714285714285714,0.729032258064516,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"4764",0.23,0.59,0.714285714285714,0.790322580645161,0.5,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"5385",0.36,0.6,0.285714285714286,0.438709677419355,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"9062",0.89,0.64,0.714285714285714,0.616129032258064,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"1391",0.11,0.79,0.857142857142857,0.787096774193548,0.4,1,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"317",0.43,0.47,0.285714285714286,0.435483870967742,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14286",0.11,0.97,0.857142857142857,0.893548387096774,0.4,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"8400",0.71,0.72,0.571428571428571,0.570967741935484,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"11246",0.48,0.81,0.571428571428571,0.480645161290323,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"14446",0.48,0.57,0.571428571428571,0.870967741935484,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"10857",0.78,0.4,0.571428571428571,0.467741935483871,0.5,1,"0",1,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"14082",0.86,0.71,0.714285714285714,0.880645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"635",0.82,0.92,0.714285714285714,0.725806451612903,0.5,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12991",0.79,0.61,0.571428571428571,0.732258064516129,0.2,0,"0",1,0,0,0,0,0,0,0,1,0,0,1
"14819",0.11,0.88,0.714285714285714,0.806451612903226,0.4,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"11149",0.72,0.53,0.428571428571429,0.57741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"5418",0.83,0.93,0.857142857142857,0.419354838709677,0.5,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"606",0.86,0.92,0.714285714285714,0.812903225806452,0.5,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"5239",0.94,0.59,0.428571428571429,0.754838709677419,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"3935",0.22,0.51,0.571428571428571,0.42258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"12223",0.37,0.51,0.285714285714286,0.493548387096774,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"5209",0.8,0.55,0.571428571428571,0.867741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"4376",0.72,0.93,0.571428571428571,0.561290322580645,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"10909",0.47,0.46,0.285714285714286,0.490322580645161,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"12139",0.74,1,0.571428571428571,0.803225806451613,0.5,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"6579",0.83,0.62,0.571428571428571,0.780645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"10482",0.84,0.73,0.428571428571429,0.583870967741935,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1496",0.79,0.84,0.714285714285714,0.796774193548387,0.5,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3160",0.91,0.63,0.571428571428571,0.774193548387097,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"13702",0.64,0.87,0.571428571428571,0.506451612903226,0.7,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"10801",0.48,0.53,0.428571428571429,0.680645161290323,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"11762",0.88,0.83,0.571428571428571,0.880645161290323,1,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6000",0.78,0.98,0.571428571428571,0.838709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"8527",0.89,0.58,0.428571428571429,0.87741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"11470",0.91,0.8,0.714285714285714,0.545161290322581,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12755",0.66,0.93,0.714285714285714,0.816129032258065,0.5,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"5530",0.86,0.77,0.428571428571429,0.490322580645161,0.3,0,"0",1,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"1297",0.46,0.52,0.285714285714286,0.47741935483871,0.3,0,"1",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"8982",0.79,0.5,0.428571428571429,0.687096774193548,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"10703",0.59,0.96,0.714285714285714,0.680645161290323,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"1226",0.39,0.46,0.285714285714286,0.409677419354839,0.3,0,"1",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333
"4313",0.59,0.9,0.285714285714286,0.706451612903226,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"8819",0.57,0.56,0.428571428571429,0.77741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"10804",0.5,0.75,0.428571428571429,0.658064516129032,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,1
"13158",0.88,0.51,0.428571428571429,0.670967741935484,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"14688",0.11,0.87,0.714285714285714,0.874193548387097,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8136",0.53,0.78,0.714285714285714,0.638709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"10567",0.72,0.71,0.428571428571429,0.429032258064516,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"12300",0.74,0.84,0.714285714285714,0.803225806451613,0.5,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"13040",0.62,0.7,0.285714285714286,0.432258064516129,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"809",0.71,1,0.571428571428571,0.967741935483871,0.5,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"7213",0.66,0.96,0.571428571428571,0.516129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"5027",0.84,0.91,0.714285714285714,0.670967741935484,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"12125",0.46,0.49,0.285714285714286,0.445161290322581,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"11563",0.76,0.79,0.428571428571429,0.796774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1683",0.59,1,0.428571428571429,0.503225806451613,0.4,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"10218",0.54,0.59,0.571428571428571,0.651612903225806,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"3373",0.97,0.52,0.571428571428571,0.745161290322581,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"1075",0.86,0.83,0.571428571428571,0.870967741935484,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"13411",0.84,0.85,0.571428571428571,0.667741935483871,1,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14541",0.44,0.48,0.285714285714286,0.47741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9273",0.95,0.51,0.428571428571429,0.819354838709677,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"2487",0.49,0.5,0.571428571428571,0.603225806451613,0.5,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"288",0.11,0.79,0.857142857142857,0.941935483870968,0.4,0,"1",1,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"7470",0.52,0.41,0.428571428571429,0.912903225806452,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"1237",0.36,0.47,0.285714285714286,0.416129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4055",0.63,0.56,0.571428571428571,0.883870967741936,0.5,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14803",0.66,0.67,0.285714285714286,0.82258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"8413",0.92,0.97,0.571428571428571,0.648387096774194,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11555",0.66,0.51,0.571428571428571,0.819354838709677,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2893",0.58,0.56,0.428571428571429,0.487096774193548,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"6580",0.72,0.63,0.571428571428571,0.667741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"6418",0.85,0.8,0.571428571428571,0.645161290322581,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"10507",0.84,0.85,0.714285714285714,0.793548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"10234",0.72,0.67,0.714285714285714,0.67741935483871,0.2,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667
"11901",0.83,0.57,0.285714285714286,0.716129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"12693",0.84,0.86,0.714285714285714,0.864516129032258,0.5,0,"1",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"13638",0.77,0.98,0.428571428571429,0.92258064516129,0.6,0,"0",0,0,0,0,1,0,0,0,0,0,0,1
"7882",0.61,0.45,0.428571428571429,0.367741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"7477",0.65,0.48,0.571428571428571,0.738709677419355,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,1
"2444",0.54,0.77,0.571428571428571,0.874193548387097,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"6859",0.94,0.71,0.428571428571429,0.564516129032258,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"3633",0.35,0.66,0.285714285714286,0.451612903225806,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"570",0.25,0.46,0.571428571428571,0.690322580645161,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9083",0.99,0.71,0.571428571428571,0.683870967741935,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"7720",0.75,0.48,0.428571428571429,0.806451612903226,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2005",0.49,0.6,0.428571428571429,0.690322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4059",0.84,0.36,0.857142857142857,0.825806451612903,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8340",0.94,0.98,0.571428571428571,0.635483870967742,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2361",0.19,0.63,0.571428571428571,0.458064516129032,0.6,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"1378",0.11,0.86,0.857142857142857,0.880645161290323,0.4,1,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"6130",0.84,0.54,0.571428571428571,0.503225806451613,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,1
"5088",0.54,0.93,0.714285714285714,0.609677419354839,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667
"12082",0.38,0.49,0.285714285714286,0.487096774193548,0.3,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"3720",0.57,0.45,0.428571428571429,0.609677419354839,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"331",0.38,0.57,0.285714285714286,0.451612903225806,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12329",0.1,0.85,0.857142857142857,0.858064516129032,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"4783",0.67,0.81,0.571428571428571,0.541935483870968,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,1
"9031",0.94,0.69,0.428571428571429,0.867741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"7811",0.84,0.65,0.428571428571429,0.867741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5381",0.7,0.51,0.428571428571429,0.825806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"2657",0.67,0.59,0.428571428571429,0.570967741935484,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"14301",0.1,0.79,0.857142857142857,0.938709677419355,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9014",0.35,0.78,0.714285714285714,0.887096774193548,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"7442",0.92,0.77,0.714285714285714,0.616129032258064,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"9425",0.93,0.52,0.428571428571429,0.583870967741935,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"10420",0.63,0.65,0.428571428571429,0.52258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"6955",0.59,0.55,0.571428571428571,0.445161290322581,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,1
"5492",0.78,0.9,0.571428571428571,0.335483870967742,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.333333333333333
"98",0.1,0.84,0.857142857142857,0.9,0.4,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"53",0.38,0.55,0.285714285714286,0.432258064516129,0.3,0,"1",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"14209",0.85,0.54,0.428571428571429,0.596774193548387,1,0,"0",1,0,0,0,1,0,0,0,0,0,0,1
"1541",0.42,0.47,0.285714285714286,0.467741935483871,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5979",0.56,0.83,0.714285714285714,0.887096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"10250",0.7,0.79,0.571428571428571,0.625806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"10602",0.85,0.99,0.428571428571429,0.670967741935484,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"12449",0.36,0.48,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"8678",0.2,1,0.428571428571429,0.396774193548387,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"10795",0.66,0.8,0.571428571428571,0.619354838709677,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667
"12093",0.42,0.48,0.285714285714286,0.461290322580645,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14747",0.37,0.56,0.285714285714286,0.503225806451613,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"11321",0.57,0.82,0.571428571428571,0.867741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"327",0.37,0.52,0.285714285714286,0.506451612903226,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5949",0.74,0.83,0.571428571428571,0.458064516129032,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"12483",0.77,0.87,0.571428571428571,0.780645161290323,0.6,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"9236",0.99,0.81,0.571428571428571,0.738709677419355,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"13189",0.16,0.61,0.571428571428571,0.551612903225806,0.6,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"2457",0.53,0.67,0.571428571428571,0.767741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"4505",0.35,0.67,0.428571428571429,0.383870967741935,0.3,0,"0",1,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"11472",0.84,0.66,0.428571428571429,0.674193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14105",0.74,0.79,0.714285714285714,0.390322580645161,0.5,0,"0",1,0,0,0,1,0,0,0,0,0,0,1
"4598",0.9,0.68,0.428571428571429,0.503225806451613,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,1
"17",0.45,0.47,0.285714285714286,0.516129032258065,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"14148",0.53,0.8,0.285714285714286,0.725806451612903,0.7,1,"0",1,0,0,0,1,0,0,0,0,0,0,1
"2116",0.42,0.96,0.428571428571429,0.870967741935484,0.6,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"704",0.44,0.53,0.285714285714286,0.512903225806452,0.3,0,"1",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"8516",0.84,0.84,0.714285714285714,0.525806451612903,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"4581",0.78,0.98,0.571428571428571,0.506451612903226,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667
"7526",0.94,0.88,0.714285714285714,0.483870967741935,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"11338",0.65,0.37,0.428571428571429,0.548387096774194,0.6,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"983",0.85,0.97,0.571428571428571,0.858064516129032,0.6,0,"1",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333
"9905",0.74,0.98,0.571428571428571,0.516129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333
"13518",0.26,0.99,0.714285714285714,0.593548387096774,0.5,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.333333333333333
"3958",0.54,0.91,0.428571428571429,0.487096774193548,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"3554",0.31,0.64,0.857142857142857,0.590322580645161,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"2272",0.61,0.55,0.571428571428571,0.745161290322581,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"1021",0.74,0.87,0.714285714285714,0.832258064516129,0.5,0,"1",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333
"7941",0.64,0.52,0.428571428571429,0.535483870967742,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333
"6978",0.81,0.86,0.714285714285714,0.512903225806452,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667
"7041",0.86,0.65,0.571428571428571,0.432258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"12653",0.09,0.77,0.857142857142857,0.935483870967742,0.4,0,"1",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667
"523",0.1,0.95,1,0.932258064516129,0.4,0,"1",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"2902",0.5,0.7,0.428571428571429,0.883870967741936,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"7316",0.81,0.53,0.428571428571429,0.832258064516129,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333
"3366",0.57,0.54,0.428571428571429,0.451612903225806,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333
"8193",0.85,1,0.428571428571429,0.82258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"6866",0.23,0.88,0.714285714285714,0.767741935483871,0.6,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667
"8105",0.87,0.96,0.571428571428571,0.487096774193548,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667
"2052",0.73,0.69,0.571428571428571,0.551612903225806,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667
"2074",0.39,0.78,0.285714285714286,0.661290322580645,0.6,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
"5868",0.61,0.9,0.428571428571429,0.848387096774194,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667
"9720",0.66,0.96,0.428571428571429,0.564516129032258,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333
