"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","Department.accounting","Department.hr","Department.IT","Department.management","Department.marketing","Department.product_mng","Department.RandD","Department.sales","Department.support","Department.technical","salary","Predictions"
"3800",0.8,0.67,0.428571428571429,0.529032258064516,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"0"
"3802",0.5,0.6,0.285714285714286,0.570967741935484,0.3,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"3806",0.68,0.59,0.428571428571429,0.454838709677419,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"3811",0.19,0.8,0.857142857142857,0.461290322580645,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"3813",0.63,0.62,0.428571428571429,0.590322580645161,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"3815",0.62,0.78,0.571428571428571,0.841935483870968,0.2,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"3829",0.58,0.79,0.714285714285714,0.845161290322581,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"3830",0.83,0.86,0.428571428571429,0.532258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3836",0.18,0.64,0.428571428571429,0.719354838709677,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3837",0.58,0.63,0.571428571428571,0.874193548387097,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3839",0.26,0.47,0.857142857142857,0.587096774193548,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3840",0.78,0.87,0.428571428571429,0.612903225806452,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3843",0.44,0.81,0.428571428571429,0.8,0.2,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3845",0.75,0.57,0.714285714285714,0.52258064516129,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3854",0.74,0.77,0.428571428571429,0.751612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"3858",0.71,0.68,0.571428571428571,0.712903225806452,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"3859",0.5,0.65,0.428571428571429,0.693548387096774,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"3863",0.69,0.89,0.714285714285714,0.648387096774194,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"3869",0.49,0.51,0.571428571428571,0.429032258064516,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"3871",0.2,0.93,0.571428571428571,0.325806451612903,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"3873",0.83,0.48,0.428571428571429,0.780645161290323,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"3874",0.22,0.64,0.428571428571429,0.62258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"3876",0.54,0.84,0.428571428571429,0.425806451612903,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"3878",0.64,0.61,0.571428571428571,0.616129032258064,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"3883",0.9,0.85,0.714285714285714,0.52258064516129,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"3886",0.92,0.69,0.571428571428571,0.480645161290323,0.6,1,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"3887",0.72,0.67,0.428571428571429,0.529032258064516,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"3890",0.76,0.52,0.428571428571429,0.8,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"3891",0.42,0.56,0.285714285714286,0.332258064516129,0.3,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"1"
"3893",0.85,0.82,0.428571428571429,0.493548387096774,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3894",0.67,0.95,0.571428571428571,0.77741935483871,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3899",0.51,0.92,0.428571428571429,0.783870967741935,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"3901",0.85,0.55,0.428571428571429,0.441935483870968,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3913",0.44,0.57,0.714285714285714,0.590322580645161,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3917",0.25,0.97,0.428571428571429,0.509677419354839,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3918",0.68,1,0.571428571428571,0.538709677419355,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3920",0.64,0.95,0.571428571428571,0.641935483870968,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3923",0.69,0.67,0.428571428571429,0.574193548387097,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3925",0.86,0.83,0.714285714285714,0.670967741935484,0.2,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3948",0.99,0.86,0.571428571428571,0.664516129032258,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"3953",0.69,0.81,0.428571428571429,0.690322580645161,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"3955",0.7,0.84,0.285714285714286,0.367741935483871,0.4,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"3968",0.18,0.79,0.571428571428571,0.7,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"3969",0.58,0.7,0.714285714285714,0.487096774193548,0.4,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"0"
"3980",0.15,0.74,0.285714285714286,0.567741935483871,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3981",0.91,0.89,0.571428571428571,0.838709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3990",0.83,0.81,0.428571428571429,0.780645161290323,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3991",0.89,0.93,0.571428571428571,0.803225806451613,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"3995",0.63,0.98,0.571428571428571,0.516129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"3997",0.61,0.97,0.571428571428571,0.493548387096774,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3998",0.76,0.79,0.428571428571429,0.635483870967742,0.5,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"3999",0.67,0.82,0.571428571428571,0.793548387096774,0.4,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4001",0.67,0.55,0.428571428571429,0.441935483870968,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4004",0.58,0.73,0.714285714285714,0.52258064516129,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4008",0.74,0.71,0.571428571428571,0.429032258064516,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4012",0.8,0.79,0.428571428571429,0.7,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4013",0.5,0.57,0.428571428571429,0.719354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4020",0.85,0.39,0.571428571428571,0.770967741935484,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4021",0.83,0.69,0.571428571428571,0.487096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4022",1,0.49,0.428571428571429,0.341935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4025",0.35,0.41,0.428571428571429,0.506451612903226,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4026",0.12,0.58,0.428571428571429,0.77741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4028",0.65,0.67,0.571428571428571,0.464516129032258,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4029",0.78,0.72,0.428571428571429,0.82258064516129,0.4,1,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"4031",0.64,0.51,0.571428571428571,0.667741935483871,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"4037",0.78,0.8,0.571428571428571,0.564516129032258,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"4038",0.86,0.64,0.714285714285714,0.606451612903226,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"4040",0.89,0.73,0.571428571428571,0.551612903225806,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"4048",0.67,0.81,0.428571428571429,0.712903225806452,0.4,1,"0",0,1,0,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4051",0.94,0.91,0.428571428571429,0.806451612903226,0.3,1,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"4052",0.15,0.89,0.428571428571429,0.706451612903226,0.6,0,"0",0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"4058",0.72,0.54,0.428571428571429,0.729032258064516,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4063",0.68,0.51,0.285714285714286,0.632258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4066",0.83,0.55,0.714285714285714,0.796774193548387,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4067",0.94,0.51,0.714285714285714,0.767741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4069",0.6,0.49,0.285714285714286,0.625806451612903,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4070",0.83,0.69,0.571428571428571,0.748387096774194,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4078",0.62,0.74,0.571428571428571,0.5,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4083",0.49,0.99,0.428571428571429,0.712903225806452,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4086",0.84,0.57,0.571428571428571,0.754838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4095",0.3,0.8,0.857142857142857,0.806451612903226,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4101",0.66,0.73,0.428571428571429,0.787096774193548,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"4108",0.55,0.8,0.428571428571429,0.819354838709677,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"4110",0.84,0.48,0.571428571428571,0.867741935483871,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"4118",0.44,0.74,0.571428571428571,0.806451612903226,0.6,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"4123",0.86,1,0.428571428571429,0.619354838709677,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,1,"0"
"4127",0.14,0.76,0.714285714285714,0.838709677419355,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"4130",0.6,0.56,0.571428571428571,0.838709677419355,0.3,0,"0",0,0,0,0,0,1,0,0,0,0,0,1,"0"
"4137",0.19,0.83,0.428571428571429,0.725806451612903,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4143",0.6,0.53,0.714285714285714,0.332258064516129,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4156",0.75,0.5,0.571428571428571,0.316129032258064,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4159",0.73,0.71,0.714285714285714,0.693548387096774,0.6,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4161",0.68,0.91,0.571428571428571,0.52258064516129,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4166",0.6,0.55,0.571428571428571,0.658064516129032,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"4174",0.74,0.52,0.428571428571429,0.548387096774194,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4175",0.48,0.71,0.285714285714286,0.451612903225806,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4178",0.45,0.88,0.714285714285714,0.864516129032258,0.3,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"4183",0.74,0.91,0.714285714285714,0.435483870967742,0.3,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.666666666666667,"0"
"4187",0.69,0.69,0.714285714285714,0.516129032258065,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"4188",0.24,0.74,0.714285714285714,0.909677419354839,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.666666666666667,"0"
"4195",0.59,0.9,0.428571428571429,0.470967741935484,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"4204",0.57,0.68,0.428571428571429,0.329032258064516,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4217",0.25,0.82,0.428571428571429,0.867741935483871,0.5,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4222",0.71,0.99,0.571428571428571,0.767741935483871,0.4,1,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"4231",0.77,0.79,0.428571428571429,0.645161290322581,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4233",0.82,0.92,0.428571428571429,0.603225806451613,0.3,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4234",0.88,0.65,0.571428571428571,0.72258064516129,0.2,0,"0",0,0,1,0,0,0,0,0,0,0,0,1,"0"
"4235",0.89,0.5,0.571428571428571,0.474193548387097,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4236",0.85,0.51,0.428571428571429,0.493548387096774,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4240",0.98,0.5,0.571428571428571,0.851612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"4241",0.52,0.45,0.285714285714286,0.467741935483871,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4242",0.76,0.49,0.428571428571429,0.445161290322581,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4244",0.74,0.64,0.571428571428571,0.474193548387097,0.5,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4254",0.92,0.53,0.285714285714286,0.841935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4257",0.78,0.66,0.571428571428571,0.690322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4259",0.78,0.8,0.571428571428571,0.635483870967742,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4263",0.76,0.56,0.428571428571429,0.496774193548387,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"4265",0.95,0.6,0.285714285714286,0.464516129032258,0.3,0,"0",0,0,0,1,0,0,0,0,0,0,0,1,"0"
"4267",0.92,0.56,0.714285714285714,0.635483870967742,0.2,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.666666666666667,"0"
"4274",0.56,0.81,0.714285714285714,0.883870967741936,0.4,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"4276",0.88,0.58,0.714285714285714,0.858064516129032,0.3,1,"0",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,"0"
"4286",0.83,0.77,0.428571428571429,0.748387096774194,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"4287",0.88,0.72,0.428571428571429,0.645161290322581,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"4288",0.56,0.66,0.714285714285714,0.5,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"4289",0.53,0.72,0.428571428571429,0.735483870967742,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.666666666666667,"0"
"4290",0.8,0.41,0.428571428571429,0.606451612903226,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"4292",0.9,0.88,0.571428571428571,0.661290322580645,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4294",0.4,0.59,0.428571428571429,0.667741935483871,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,"0"
"4295",0.52,0.85,0.428571428571429,0.806451612903226,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4299",0.91,0.71,0.285714285714286,0.512903225806452,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4301",0.69,0.97,0.714285714285714,0.338709677419355,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4303",0.66,1,0.714285714285714,0.467741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4308",0.61,0.98,0.428571428571429,0.445161290322581,0.5,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4309",0.7,0.87,0.714285714285714,0.770967741935484,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4310",0.89,0.71,0.714285714285714,0.587096774193548,0.2,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4311",0.6,0.78,0.571428571428571,0.490322580645161,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4312",0.62,0.51,0.428571428571429,0.716129032258065,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4316",0.59,0.93,0.571428571428571,0.470967741935484,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4320",0.51,0.95,0.571428571428571,0.648387096774194,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4322",0.98,0.63,0.428571428571429,0.441935483870968,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"4324",0.13,0.76,0.714285714285714,0.7,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4328",0.66,0.84,0.571428571428571,0.541935483870968,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4332",0.96,0.9,0.571428571428571,0.793548387096774,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4335",0.72,0.72,0.571428571428571,0.564516129032258,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4343",0.56,0.62,0.571428571428571,0.796774193548387,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"4348",0.14,0.51,0.571428571428571,0.816129032258065,0.6,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"4350",0.52,0.74,0.428571428571429,0.767741935483871,0.3,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"4357",0.92,0.94,0.714285714285714,0.816129032258065,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"4367",0.39,0.64,0.428571428571429,0.490322580645161,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4373",0.52,0.71,0.285714285714286,0.745161290322581,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4374",0.87,0.51,0.571428571428571,0.751612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4375",0.6,0.79,0.714285714285714,0.7,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4377",0.48,0.64,0.571428571428571,0.732258064516129,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4386",0.69,0.75,0.571428571428571,0.841935483870968,0.3,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4388",0.65,0.92,0.428571428571429,0.706451612903226,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4389",0.81,0.96,0.571428571428571,0.461290322580645,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4390",0.85,0.95,0.571428571428571,0.551612903225806,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4391",0.93,0.76,0.571428571428571,0.667741935483871,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4392",0.72,0.94,0.571428571428571,0.758064516129032,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4394",0.94,0.47,0.714285714285714,0.42258064516129,0.6,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4396",0.92,0.78,0.714285714285714,0.62258064516129,0.4,0,"0",0,0,0,0,0,0,0,0,0,0,1,1,"0"
"4398",0.98,0.61,0.571428571428571,0.854838709677419,0.2,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4399",0.44,0.45,0.428571428571429,0.429032258064516,0.2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"4402",0.6,0.72,0.571428571428571,0.861290322580645,0.4,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4405",0.54,0.81,0.571428571428571,0.829032258064516,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4413",0.55,0.93,0.571428571428571,0.770967741935484,0.4,0,"0",0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"0"
"4417",0.4,0.48,0.571428571428571,0.312903225806452,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"4418",0.82,0.78,0.714285714285714,0.745161290322581,0.2,1,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"4419",0.75,0.69,0.285714285714286,0.829032258064516,0.2,1,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"4428",0.69,0.85,0.428571428571429,0.645161290322581,0.2,0,"0",0,0,0,0,0,0,0,1,0,0,0,0.666666666666667,"0"
"4443",0.64,0.52,0.428571428571429,0.719354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4445",1,0.95,0.428571428571429,0.62258064516129,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4446",0.91,0.91,0.857142857142857,0.538709677419355,0.2,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4450",0.75,0.86,0.857142857142857,0.47741935483871,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4453",0.96,0.57,0.428571428571429,0.487096774193548,0.2,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4458",0.6,0.84,0.285714285714286,0.712903225806452,0.3,0,"0",0,1,0,0,0,0,0,0,0,0,0,0.333333333333333,"0"
"4460",0.69,0.82,0.571428571428571,0.880645161290323,0.4,0,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4463",0.65,0.86,0.571428571428571,0.867741935483871,0.2,1,"0",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,"0"
"4465",0.6,0.65,0.714285714285714,0.648387096774194,0.2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4466",0.9,0.62,0.428571428571429,0.819354838709677,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4470",0.68,0.76,0.428571428571429,0.612903225806452,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4473",0.6,0.59,0.428571428571429,0.554838709677419,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4475",0.98,0.54,0.714285714285714,0.838709677419355,0.3,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"4476",0.67,0.52,0.571428571428571,0.845161290322581,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"4480",0.54,0.86,0.571428571428571,0.661290322580645,0.5,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4481",0.51,0.86,0.714285714285714,0.683870967741935,0.2,0,"0",0,0,0,0,0,0,0,0,0,1,0,0.333333333333333,"0"
"4486",0.88,0.59,0.571428571428571,0.458064516129032,0.3,0,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4488",0.29,0.77,0.428571428571429,0.490322580645161,0.3,1,"0",0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,"0"
"4493",0.86,0.68,0.571428571428571,0.548387096774194,0.2,0,"0",0,0,0,1,0,0,0,0,0,0,0,0.333333333333333,"0"
"4496",0.89,0.78,0.571428571428571,0.719354838709677,0.3,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"4497",0.86,0.88,0.571428571428571,0.709677419354839,0.2,0,"0",0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,"0"
"4508",0.5,0.6,0.571428571428571,0.645161290322581,0.2,0,"0",1,0,0,0,0,0,0,0,0,1,0,0.666666666666667,"0"
"4509",0.87,0.56,0.571428571428571,0.390322580645161,0.2,0,"0",1,0,0,0,0,0,0,0,0,0,1,0.666666666666667,"0"
"4511",0.8,0.65,0.428571428571429,0.435483870967742,0.3,0,"0",1,0,0,0,0,1,0,0,0,0,0,0.333333333333333,"0"
"4517",0.89,0.49,0.714285714285714,0.532258064516129,0.6,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4518",0.25,0.59,0.571428571428571,0.703225806451613,0.3,1,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
"4522",0.54,0.76,0.428571428571429,0.641935483870968,0.4,0,"0",0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,"0"
